"Projections","Avg Test AUC","Highest Present Suitability","Percent Suitable Area"
"Historic",0.8933,0.907437980175018,0.25164113785558
"Historic 1921_1950",0.8929,0.8940349817276,0.283369803063457
"Historic 1951_1980",0.8963,0.915248990058899,0.24690007293946
