Age,POINT_X,POINT_Y
all,-120.0696666,33.98159284
all,-120.0696166,33.98161193
all,-120.0695255,33.98170441
all,-120.0694648,33.98175931
all,-120.0694816,33.98174393
all,-120.0696258,33.98170004
all,-120.0696412,33.98168463
all,-120.0696242,33.9816662
all,-120.0753526,33.98920118
all,-120.0753789,33.98922434
all,-120.0753704,33.98923541
all,-120.0753675,33.9892421
all,-120.0755302,33.98936767
all,-120.0759306,33.98950789
all,-120.0759075,33.9895096
all,-120.075533,33.98938576
all,-120.075936,33.98968381
all,-120.0759329,33.98969725
all,-120.080749,33.99592678
all,-120.080758,33.99595229
all,-120.0807338,33.99595736
all,-120.0802437,33.99642946
all,-120.0802601,33.99644251
all,-120.0809741,33.98220454
all,-120.0809919,33.98217897
all,-120.0809299,33.98212105
all,-120.0809272,33.98210982
all,-120.080743,33.98199608
all,-120.0806994,33.98202416
all,-120.0807471,33.98203908
all,-120.0800914,33.98176934
all,-120.0800889,33.9817623
all,-120.0798007,33.98059766
all,-120.0798421,33.98054136
all,-120.0799494,33.98038031
all,-120.0799564,33.98033971
all,-120.0799557,33.98032533
all,-120.0799681,33.98025133
all,-120.0798641,33.98015992
all,-120.0798484,33.98013185
all,-120.0797944,33.98014824
all,-120.0798904,33.98005756
all,-120.0800532,33.98016734
all,-120.0800781,33.98016748
all,-120.0801221,33.98019088
all,-120.0810219,33.98101659
all,-120.0810027,33.98104734
all,-120.0810172,33.98120041
all,-120.0811068,33.98126715
all,-120.0811276,33.98129463
all,-120.0814555,33.9819188
all,-120.0814854,33.9819277
all,-120.0815007,33.98193408
all,-120.0717941,33.98737312
all,-120.071807,33.98738749
all,-120.0718109,33.98736937
all,-120.0718211,33.98735249
all,-120.0718408,33.98736797
all,-120.0718493,33.98737775
all,-120.0723922,33.98687013
all,-120.0723797,33.98684808
all,-120.0724832,33.98667803
all,-120.0724936,33.98669417
all,-120.0725827,33.98702118
all,-120.0725626,33.98705201
all,-120.071829,33.98752841
all,-120.0718332,33.98752806
all,-120.0718121,33.98754845
all,-120.071777,33.98754806
all,-120.069586,33.98162319
all,-120.0695134,33.98169142
all,-120.069499,33.98171803
all,-120.0694744,33.98175431
all,-120.0696699,33.98162988
all,-120.0696996,33.9815806
all,-120.0696889,33.98158261
all,-120.0697011,33.98163828
all,-120.0696532,33.98167203
all,-120.0696428,33.98166344
all,-120.0696498,33.98168239
all,-120.0756045,33.98200878
all,-120.0755799,33.98198738
all,-120.0755829,33.98197647
all,-120.0755701,33.98200123
all,-120.0756007,33.9819285
all,-120.0754372,33.98195061
all,-120.0754117,33.98205429
all,-120.0752355,33.98209151
all,-120.0754843,33.98207534
all,-120.0754372,33.98210814
all,-120.0753794,33.98229767
all,-120.0781413,33.97897423
all,-120.0781155,33.97898618
all,-120.0781988,33.97898829
all,-120.0781584,33.97905116
all,-120.0781488,33.97906246
all,-120.0781422,33.97905762
all,-120.0781684,33.97907113
all,-120.0783324,33.97918566
all,-120.0783489,33.97915879
all,-120.0783432,33.97916155
all,-120.0786642,33.97925662
all,-120.0786452,33.9792296
all,-120.0891166,33.97667717
all,-120.0891127,33.97674136
all,-120.0890917,33.97675155
all,-120.0890794,33.97676035
all,-120.0891682,33.97676916
all,-120.0891883,33.97675355
all,-120.0895642,33.97692065
all,-120.089529,33.97692621
all,-120.0891358,33.97668238
all,-120.0891132,33.97674115
all,-120.0890929,33.97674864
all,-120.0890838,33.97675445
all,-120.0891928,33.97674723
all,-120.0891655,33.97676851
all,-120.0894718,33.97778281
all,-120.0894869,33.97776589
all,-120.0893357,33.97813369
all,-120.0893566,33.97811137
all,-120.0893615,33.9781076
all,-120.0890053,33.9788274
all,-120.0890244,33.97883444
all,-120.0890376,33.97885481
all,-120.0890237,33.9788551
all,-120.0890212,33.9788771
all,-120.088994,33.9788911
all,-120.0889604,33.97888249
all,-120.0888955,33.97844848
all,-120.088861,33.97843957
all,-120.0882585,33.97787251
all,-120.0882309,33.97789731
all,-120.0877833,33.97820784
all,-120.0877505,33.97818912
all,-120.0876792,33.9770525
all,-120.0876512,33.97703844
all,-120.0765989,33.97918185
all,-120.0752924,33.9792839
all,-120.0752709,33.97938885
all,-120.0752694,33.97939459
all,-120.0752981,33.97928548
all,-120.0775358,33.9791505
all,-120.0776359,33.97913935
all,-120.0775795,33.979196
all,-120.0775253,33.97923494
all,-120.0774983,33.97926213
all,-120.0777757,33.9793151
all,-120.0777744,33.9793397
all,-120.0778228,33.97939128
all,-120.0778038,33.97944047
all,-120.0778273,33.97943168
all,-120.077861,33.9794028
all,-120.077859,33.97938784
all,-120.0777545,33.97941863
all,-120.0777666,33.97944367
all,-120.0777782,33.97947481
all,-120.0777508,33.97971221
all,-120.0776641,33.97952155
all,-120.077644,33.97955669
all,-120.0775712,33.97953057
all,-120.0775492,33.97953045
all,-120.077551,33.97971435
all,-120.0774285,33.9799081
all,-120.0774328,33.97989248
all,-120.0773872,33.9796725
all,-120.0773987,33.9796213
all,-120.0773866,33.97951008
all,-120.0771968,33.97963647
all,-120.0773066,33.97972252
all,-120.0770634,33.97951406
all,-120.077302,33.9794164
all,-120.0774893,33.97926484
all,-120.0775111,33.97924751
all,-120.0775356,33.97916256
all,-120.0776304,33.97913886
all,-120.1179649,33.94358805
all,-120.1086363,33.94649084
all,-120.1087527,33.94606292
all,-120.109449,33.95060861
all,-120.1226906,33.94595404
all,-120.1226827,33.94594934
all,-120.1226749,33.94594015
all,-120.1227403,33.94590562
all,-120.1227078,33.94592514
all,-120.0855681,33.97670606
all,-120.0855148,33.97670254
all,-120.0854525,33.97670557
all,-120.0854736,33.97673988
all,-120.0843475,33.9769025
all,-120.0843391,33.97691132
all,-120.0840397,33.97688619
all,-120.0840537,33.97691132
all,-120.0840695,33.97692296
all,-120.0840711,33.97693652
all,-120.0840753,33.97695014
all,-120.0840878,33.97698199
all,-120.083989,33.97684443
all,-120.0839844,33.97682178
all,-120.0838519,33.97676005
all,-120.0838274,33.97676623
all,-120.0837856,33.97678101
all,-120.0837975,33.97676777
all,-120.0837702,33.97677614
all,-120.0837852,33.97679227
all,-120.0837998,33.97679938
all,-120.0837829,33.97680123
all,-120.0837658,33.97680533
all,-120.0837634,33.97679851
all,-120.0837235,33.97679757
all,-120.0836742,33.9767964
all,-120.0836962,33.97676537
all,-120.0837344,33.97675501
all,-120.0836994,33.97674967
all,-120.083694,33.97673151
all,-120.0836749,33.97673557
all,-120.0835976,33.97672022
all,-120.0835893,33.97672678
all,-120.0835898,33.97675158
all,-120.083563,33.97676447
all,-120.0835538,33.97677552
all,-120.0835829,33.97679649
all,-120.0836227,33.976838
all,-120.0836521,33.97686799
all,-120.0836765,33.9768866
all,-120.0836416,33.97689704
all,-120.0836881,33.97688237
all,-120.0835983,33.97688024
all,-120.0835727,33.97687513
all,-120.0835262,33.9768312
all,-120.0834827,33.97679862
all,-120.083476,33.97677818
all,-120.0833981,33.97678084
all,-120.0833624,33.97677549
all,-120.0833838,33.97680304
all,-120.0834156,33.97682182
all,-120.0833976,33.97681463
all,-120.0833791,33.97682321
all,-120.0833815,33.97683228
all,-120.083358,33.97680693
all,-120.0833492,33.97678644
all,-120.083326,33.97677237
all,-120.0833184,33.97675867
all,-120.0833475,33.97677739
all,-120.0833126,33.97674952
all,-120.082966,33.97695765
all,-120.0829875,33.97696266
all,-120.0830854,33.97696724
all,-120.083059,33.9769869
all,-120.083058,33.97699589
all,-120.0830699,33.97700518
all,-120.0831691,33.97689035
all,-120.0719529,33.98369132
all,-120.0719222,33.98367932
all,-120.0721406,33.98387833
all,-120.0721723,33.98396021
all,-120.0721364,33.98396161
all,-120.0721049,33.98389325
all,-120.0716213,33.98397414
all,-120.0715923,33.98395091
all,-120.0715811,33.98409939
all,-120.0715395,33.98409163
all,-120.0714737,33.98413514
all,-120.0714478,33.98419988
all,-120.071415,33.98411121
all,-120.0714234,33.98408436
all,-120.0714202,33.9840595
all,-120.0713596,33.98413017
all,-120.0714932,33.98415814
all,-120.0713553,33.98413683
all,-120.0713854,33.98412628
all,-120.0713863,33.98411954
all,-120.071197,33.98404066
all,-120.071208,33.98401388
all,-120.071198,33.98399111
all,-120.0712063,33.98394623
all,-120.0711837,33.98393443
all,-120.0711358,33.98404822
all,-120.0711426,33.98406866
all,-120.0709089,33.98425466
all,-120.0709348,33.9842688
all,-120.0709118,33.98428853
all,-120.070909,33.98431325
all,-120.0711358,33.98436373
all,-120.071165,33.98436217
all,-120.0714378,33.98421767
all,-120.0711241,33.98622269
all,-120.071157,33.98624827
all,-120.0711882,33.98622647
all,-120.0625725,33.9939538
all,-120.0626015,33.99397477
all,-120.0625445,33.99398017
all,-120.0696921,33.98155964
all,-120.0696763,33.98164715
all,-120.0696526,33.98166687
all,-120.0696358,33.98164394
all,-120.0696363,33.98164846
all,-120.0696747,33.98159528
all,-120.0696666,33.98159284
all,-120.0696166,33.98161193
all,-120.0695255,33.98170441
all,-120.0694648,33.98175931
all,-120.0694816,33.98174393
all,-120.0696258,33.98170004
all,-120.0696412,33.98168463
all,-120.0696242,33.9816662
all,-120.0753526,33.98920118
all,-120.0753789,33.98922434
all,-120.0753704,33.98923541
all,-120.0753675,33.9892421
all,-120.0755302,33.98936767
all,-120.0759306,33.98950789
all,-120.0759075,33.9895096
all,-120.075533,33.98938576
all,-120.075936,33.98968381
all,-120.0759329,33.98969725
all,-120.080749,33.99592678
all,-120.080758,33.99595229
all,-120.0807338,33.99595736
all,-120.0802437,33.99642946
all,-120.0802601,33.99644251
all,-120.0809741,33.98220454
all,-120.0809919,33.98217897
all,-120.0809299,33.98212105
all,-120.0809272,33.98210982
all,-120.080743,33.98199608
all,-120.0806994,33.98202416
all,-120.0807471,33.98203908
all,-120.0800914,33.98176934
all,-120.0800889,33.9817623
all,-120.0798007,33.98059766
all,-120.0798421,33.98054136
all,-120.0799494,33.98038031
all,-120.0799564,33.98033971
all,-120.0799557,33.98032533
all,-120.0799681,33.98025133
all,-120.0798641,33.98015992
all,-120.0798484,33.98013185
all,-120.0797944,33.98014824
all,-120.0798904,33.98005756
all,-120.0800532,33.98016734
all,-120.0800781,33.98016748
all,-120.0801221,33.98019088
all,-120.0810219,33.98101659
all,-120.0810027,33.98104734
all,-120.0810172,33.98120041
all,-120.0811068,33.98126715
all,-120.0811276,33.98129463
all,-120.0814555,33.9819188
all,-120.0814854,33.9819277
all,-120.0815007,33.98193408
all,-120.0717941,33.98737312
all,-120.071807,33.98738749
all,-120.0718109,33.98736937
all,-120.0718211,33.98735249
all,-120.0718408,33.98736797
all,-120.0718493,33.98737775
all,-120.0723922,33.98687013
all,-120.0723797,33.98684808
all,-120.0724832,33.98667803
all,-120.0724936,33.98669417
all,-120.0725827,33.98702118
all,-120.0725626,33.98705201
all,-120.071829,33.98752841
all,-120.0718332,33.98752806
all,-120.0718121,33.98754845
all,-120.071777,33.98754806
all,-120.069586,33.98162319
all,-120.0695134,33.98169142
all,-120.069499,33.98171803
all,-120.0694744,33.98175431
all,-120.0696699,33.98162988
all,-120.0696996,33.9815806
all,-120.0696889,33.98158261
all,-120.0697011,33.98163828
all,-120.0696532,33.98167203
all,-120.0696428,33.98166344
all,-120.0696498,33.98168239
all,-120.0756045,33.98200878
all,-120.0755799,33.98198738
all,-120.0755829,33.98197647
all,-120.0755701,33.98200123
all,-120.0756007,33.9819285
all,-120.0754372,33.98195061
all,-120.0754117,33.98205429
all,-120.0752355,33.98209151
all,-120.0754843,33.98207534
all,-120.0754372,33.98210814
all,-120.0753794,33.98229767
all,-120.0781413,33.97897423
all,-120.0781155,33.97898617
all,-120.0781988,33.97898829
all,-120.0781584,33.97905116
all,-120.0781488,33.97906246
all,-120.0781422,33.97905762
all,-120.0781684,33.97907113
all,-120.0783324,33.97918566
all,-120.0783489,33.97915879
all,-120.0783432,33.97916155
all,-120.0786642,33.97925662
all,-120.0786452,33.9792296
all,-120.0891166,33.97667717
all,-120.0891127,33.97674136
all,-120.0890917,33.97675155
all,-120.0890794,33.97676035
all,-120.0891682,33.97676916
all,-120.0891883,33.97675355
all,-120.0895642,33.97692065
all,-120.089529,33.97692621
all,-120.0891358,33.97668238
all,-120.0891132,33.97674115
all,-120.0890929,33.97674864
all,-120.0890838,33.97675445
all,-120.0891928,33.97674723
all,-120.0891655,33.97676851
all,-120.0894718,33.97778281
all,-120.0894869,33.97776589
all,-120.0893357,33.97813369
all,-120.0893566,33.97811137
all,-120.0893615,33.9781076
all,-120.0890053,33.9788274
all,-120.0890244,33.97883444
all,-120.0890376,33.97885481
all,-120.0890237,33.9788551
all,-120.0890212,33.9788771
all,-120.088994,33.9788911
all,-120.0889604,33.97888249
all,-120.0888955,33.97844848
all,-120.088861,33.97843957
all,-120.0882585,33.97787251
all,-120.0882309,33.97789731
all,-120.0877833,33.97820784
all,-120.0877505,33.97818912
all,-120.0876792,33.9770525
all,-120.0876512,33.97703843
all,-120.0765989,33.97918185
all,-120.0752924,33.9792839
all,-120.0752709,33.97938885
all,-120.0752694,33.97939459
all,-120.0752981,33.97928548
all,-120.0775358,33.9791505
all,-120.0776359,33.97913935
all,-120.0775795,33.979196
all,-120.0775253,33.97923494
all,-120.0774983,33.97926213
all,-120.0777757,33.9793151
all,-120.0777744,33.9793397
all,-120.0778228,33.97939128
all,-120.0778038,33.97944047
all,-120.0778273,33.97943168
all,-120.077861,33.9794028
all,-120.077859,33.97938784
all,-120.0777545,33.97941863
all,-120.0777666,33.97944367
all,-120.0777782,33.97947481
all,-120.0777508,33.97971221
all,-120.077664,33.97952155
all,-120.077644,33.97955669
all,-120.0775712,33.97953057
all,-120.0775492,33.97953045
all,-120.077551,33.97971435
all,-120.0774285,33.9799081
all,-120.0774328,33.97989248
all,-120.0773872,33.9796725
all,-120.0773987,33.9796213
all,-120.0773866,33.97951008
all,-120.0771968,33.97963647
all,-120.0773066,33.97972252
all,-120.0770634,33.97951406
all,-120.077302,33.9794164
all,-120.0774893,33.97926484
all,-120.0775111,33.97924751
all,-120.0775356,33.97916256
all,-120.0776304,33.97913886
all,-120.1179649,33.94358805
all,-120.1086363,33.94649084
all,-120.1087527,33.94606292
all,-120.1165772,33.94454633
all,-120.1165623,33.94457586
all,-120.1179514,33.94356965
all,-120.0609751,33.97982962
all,-120.0609414,33.97984693
all,-120.0609493,33.97987794
all,-120.0608606,33.97995849
all,-120.0608506,33.97993703
all,-120.0608248,33.97992034
all,-120.0608105,33.9799126
all,-120.0607605,33.9799985
all,-120.0607322,33.97998062
all,-120.0606432,33.98001112
all,-120.0606329,33.98002162
all,-120.0605988,33.98000141
all,-120.084271,33.97772548
all,-120.0842824,33.9777083
all,-120.0841329,33.97704852
all,-120.0841226,33.97707811
all,-120.0841043,33.97708194
all,-120.084087,33.97704951
all,-120.0844535,33.97701585
all,-120.0843472,33.97722393
all,-120.0844385,33.97695575
all,-120.0844615,33.9769729
all,-120.085005,33.9771576
all,-120.0849751,33.97709179
all,-120.0849682,33.97706603
all,-120.0849006,33.97704795
all,-120.0849247,33.97706416
all,-120.0846612,33.97699852
all,-120.084644,33.97696227
all,-120.0846383,33.97698136
all,-120.0845902,33.9769604
all,-120.0845512,33.97697665
all,-120.0845822,33.97700716
all,-120.0841013,33.97698149
all,-120.0840799,33.97699618
all,-120.072482,33.98663991
all,-120.1168593,33.9447209
all,-120.1168462,33.9447606
all,-120.0735003,33.98223623
all,-120.07353,33.98223694
all,-120.0733498,33.98252112
all,-120.073285,33.98240013
all,-120.0733101,33.98239847
all,-120.0733025,33.98240055
all,-120.0732991,33.982423
all,-120.073292,33.98243185
all,-120.0733463,33.98244666
all,-120.0733357,33.98245993
all,-120.0733358,33.98245768
all,-120.0733423,33.9824646
all,-120.0733128,33.98245713
all,-120.0733326,33.98249141
all,-120.07332,33.98248435
all,-120.0732488,33.98248941
all,-120.0732428,33.98250505
all,-120.0732282,33.98249794
all,-120.0732066,33.98249742
all,-120.0732073,33.98253575
all,-120.0731826,33.98250587
all,-120.07319,33.98252633
all,-120.0731769,33.98263194
all,-120.0731798,33.98250806
all,-120.0731706,33.98261827
all,-120.0731358,33.98260842
all,-120.073195,33.982558
all,-120.0731832,33.9825487
all,-120.073177,33.98255081
all,-120.0730528,33.98256363
all,-120.0731163,33.9826057
all,-120.0730378,33.98256553
all,-120.0729512,33.98252966
all,-120.0729697,33.98256165
all,-120.0728786,33.9824761
all,-120.0728973,33.98246302
all,-120.0729988,33.98246093
all,-120.0730108,33.98246798
all,-120.0730015,33.98246325
all,-120.0730298,33.98246392
all,-120.0729608,33.98246454
all,-120.0727391,33.98273871
all,-120.07298,33.9825957
all,-120.0730189,33.98270255
all,-120.0730299,33.98268027
all,-120.0730158,33.9826574
all,-120.0730359,33.98266239
all,-120.072982,33.98265434
all,-120.0729659,33.98265171
all,-120.0729377,33.98282456
all,-120.0728695,33.982859
all,-120.0729508,33.98285418
all,-120.0728435,33.98284937
all,-120.0728401,33.98280872
all,-120.0728272,33.98279039
all,-120.072852,33.98279774
all,-120.0728627,33.9828025
all,-120.0727365,33.98273414
all,-120.0727468,33.98812958
all,-120.0727699,33.98812787
all,-120.0728016,33.9881106
all,-120.0727924,33.98808333
all,-120.072802,33.98809934
all,-120.1169002,33.94469396
all,-120.1168598,33.94475161
all,-120.1168612,33.94472911
all,-120.1168891,33.94470497
all,-120.1167619,33.94476735
all,-120.1168754,33.94478804
all,-120.116871,33.9447992
all,-120.1167595,33.94477631
all,-120.1167258,33.94445324
all,-120.1168025,33.94446631
all,-120.1167661,33.94446095
all,-120.1167679,33.94447
all,-120.1169304,33.94440169
all,-120.1169142,33.94442159
all,-120.1165364,33.94457726
all,-120.1180933,33.94319617
