OBJECTID,FID_,OBJECTID_1,OBJECTID_2,PATH,NAME,DATETIME,DIRECTION,GLOBALID,POINT_X,POINT_Y,POINT_Z,POINT_M,SOURCEDATA,F_AREA,ACRES,INSIDE_X,INSIDE_Y,cwd,fog,ppt,tmn,tmx
169,1592,1593,1593,D:\Users\Wildlands\Desktop\QUTO\0F4A7821-2.jpg,0F4A7821-2.jpg,2015:05:20 09:20:30,65535,{5FBF0C3A-454E-4EB6-83F5-5C50FC5316E4},-119.7278567,33.992995,180.8,1, ,0,0,0,0,944.6829834,0.226841003,481.7099915,5.772099972,24.71570015
170,1596,1597,1597,D:\Users\Wildlands\Desktop\QUTO\0F4A7826-2.jpg,0F4A7826-2.jpg,2015:05:20 09:20:45,65535,{0548AC11-6044-408E-9FAC-155B47F7EA6C},-119.7276333,33.99310667,190.1,1, ,0,0,0,0,944.6829834,0.226841003,481.7099915,5.772099972,24.71570015
171,1612,1613,1613,D:\Users\Wildlands\Desktop\QUTO\0F4A7842.jpg,0F4A7842.jpg,2015:05:20 09:20:51,65535,{6C9085F1-E885-4CA2-BAD9-BEE2B189C150},-119.7277133,33.99270833,196.4,1, ,0,0,0,0,944.6829834,0.226841003,481.7099915,5.772099972,24.71570015
172,1623,1624,1624,D:\Users\Wildlands\Desktop\QUTO\0F4A7877.jpg,0F4A7877.jpg,2015:05:20 09:50:58,65535,{901B55EA-8E56-48DE-B80C-6109B33BE697},-119.75735,34.04480833,187.6,1, ,0,0,0,0,946.3599854,0.182257995,442.9670105,6.439400196,21.92639923
173,1625,1626,1626,D:\Users\Wildlands\Desktop\QUTO\0F4A7879.jpg,0F4A7879.jpg,2015:05:20 09:50:59,65535,{7B0CB9C8-906E-48F6-9BEC-DF4DBFDAFD65},-119.757735,34.04233167,187.6,1, ,0,0,0,0,910.1799927,0.222362995,498.0899963,5.801000118,22.29220009
174,1633,1634,1634,D:\Users\Wildlands\Desktop\QUTO\0F4A7918.jpg,0F4A7918.jpg,2015:05:20 10:06:54,65535,{6B3360A5-7BB0-457F-9D8E-B6312B58E78B},-119.75353,34.04807667,219.6,1, ,0,0,0,0,927.8200073,0.158774003,465.2000122,6.217599869,22.17440033
175,1638,1639,1639,D:\Users\Wildlands\Desktop\QUTO\0F4A7923-2.jpg,0F4A7923-2.jpg,2015:05:20 10:07:00,65535,{C011A08E-C2DE-453E-8A36-AC3EB34F7BC5},-119.7536733,34.04619833,212.3,1, ,0,0,0,0,914.4899902,0.194850996,488.3900146,5.931300163,22.38199997
176,1651,1652,1652,D:\Users\Wildlands\Desktop\QUTO\0F4A7936.jpg,0F4A7936.jpg,2015:05:20 10:08:27,65535,{D4719579-CFA8-4FE7-9A69-F5015AA3BA0D},-119.7555067,34.04685667,233.4,1, ,0,0,0,0,946.3599854,0.182257995,442.9670105,6.439400196,21.92639923
177,1654,1655,1655,D:\Users\Wildlands\Desktop\QUTO\0F4A7939.jpg,0F4A7939.jpg,2015:05:20 10:08:31,65535,{A73E8EDA-660B-4656-8C61-BD60EC2E38F1},-119.7554233,34.044915,239,1, ,0,0,0,0,946.3599854,0.182257995,442.9670105,6.439400196,21.92639923
178,1663,1664,1664,D:\Users\Wildlands\Desktop\QUTO\0F4A8011-2.jpg,0F4A8011-2.jpg,2015:05:13 12:45:03,65535,{5AB8E745-82D9-4F43-B62F-650A763C4891},-119.7620817,34.04874667,65.2,1, ,0,0,0,0,953.2769775,0.090014197,457.3429871,6.197999954,22.12770081
179,1668,1669,1669,D:\Users\Wildlands\Desktop\QUTO\0F4A8019-3.jpg,0F4A8019-3.jpg,2015:05:20 10:43:15,65535,{4694105A-1693-48E7-8805-E1497CE8EC00},-119.7611333,34.03719333,490.6,1, ,0,0,0,0,889.8829956,0.273898005,605.5629883,5.17869997,23.69379997
180,1671,1672,1672,D:\Users\Wildlands\Desktop\QUTO\0F4A8021-2.jpg,0F4A8021-2.jpg,2015:05:13 12:45:34,65535,{6E6A22BA-A417-4EE4-857A-7F22368CFAC0},-119.763995,34.046805,85.9,1, ,0,0,0,0,920.6729736,0.138759002,487.446991,5.985099792,22.46879959
181,1684,1685,1685,D:\Users\Wildlands\Desktop\QUTO\0F4A8027-3.jpg,0F4A8027-3.jpg,2015:05:20 10:43:17,65535,{F4E0AB02-80C5-4640-940F-A10D8ACB3856},-119.7630483,34.032405,545.9,1, ,0,0,0,0,886.7630005,0.245992005,616.5969849,5.339700222,23.82620049
182,1687,1688,1688,D:\Users\Wildlands\Desktop\QUTO\0F4A8030-3.jpg,0F4A8030-3.jpg,2015:05:20 10:43:19,65535,{4D8C0C7D-EEC2-46C0-A50E-C21EEA46A328},-119.7630583,34.03235167,547.2,1, ,0,0,0,0,886.7630005,0.245992005,616.5969849,5.339700222,23.82620049
183,1689,1690,1690,D:\Users\Wildlands\Desktop\QUTO\0F4A8032-3.jpg,0F4A8032-3.jpg,2015:05:20 10:43:20,65535,{7560B34B-2A11-46DA-A021-63E34839B1D9},-119.7630683,34.03233333,547.7,1, ,0,0,0,0,886.7630005,0.245992005,616.5969849,5.339700222,23.82620049
184,1691,1692,1692,D:\Users\Wildlands\Desktop\QUTO\0F4A8034-3.jpg,0F4A8034-3.jpg,2015:05:20 10:43:21,65535,{E6E6EBC4-0E74-48D1-B68C-945899B2FB56},-119.763085,34.03231667,547.7,1, ,0,0,0,0,886.7630005,0.245992005,616.5969849,5.339700222,23.82620049
185,1702,1703,1703,D:\Users\Wildlands\Desktop\QUTO\0F4A8042-2.jpg,0F4A8042-2.jpg,2015:05:13 12:45:47,65535,{EA71F280-75CC-4919-B0A4-5982B9BFCF68},-119.764865,34.046165,101.1,1, ,0,0,0,0,920.6729736,0.138759002,487.446991,5.985099792,22.46879959
186,1715,1716,1716,D:\Users\Wildlands\Desktop\QUTO\0F4A8055-2.jpg,0F4A8055-2.jpg,2015:05:13 12:46:06,65535,{F9CFB457-2CAE-402D-9CC4-1DC08F56F701},-119.76558,34.04532833,123,1, ,0,0,0,0,920.6729736,0.138759002,487.446991,5.985099792,22.46879959
187,1728,1729,1729,D:\Users\Wildlands\Desktop\QUTO\0F4A8085.jpg,0F4A8085.jpg,2015:05:13 12:46:34,65535,{12933F57-8F4E-4D49-B38A-6C36A581978F},-119.7669683,34.04423333,167.4,1, ,0,0,0,0,908.4899902,0.214606002,509.7600098,5.773600101,22.67499924
188,1732,1733,1733,D:\Users\Wildlands\Desktop\QUTO\0F4A8097.jpg,0F4A8097.jpg,2015:05:13 12:46:47,65535,{9D9DC917-B377-45CF-9333-755922F04AE8},-119.7676417,34.04349,183.9,1, ,0,0,0,0,908.4899902,0.214606002,509.7600098,5.773600101,22.67499924
189,1741,1742,1742,D:\Users\Wildlands\Desktop\QUTO\0F4A8196-2.jpg,0F4A8196-2.jpg,2015:05:13 12:58:51,65535,{59573C1E-01F3-4ACD-B3E8-5C2F7CF62845},-119.758835,34.04386167,409.2,1, ,0,0,0,0,910.1799927,0.222362995,498.0899963,5.801000118,22.29220009
190,1747,1748,1748,D:\Users\Wildlands\Desktop\QUTO\0F4A8242-2.jpg,0F4A8242-2.jpg,2015:05:13 13:02:30,65535,{B903F198-FDB6-48A2-A68B-29B995420A4E},-119.7583133,34.047985,85.4,1, ,0,0,0,0,950.2230225,0.093691401,439.1499939,6.480000019,21.8064003
191,1749,1750,1750,D:\Users\Wildlands\Desktop\QUTO\0F4A8244-2.jpg,0F4A8244-2.jpg,2015:05:13 13:02:30,65535,{1203D821-97B7-4487-9D89-9A155B4C00A0},-119.758575,34.04680333,108.1,1, ,0,0,0,0,924.9899902,0.148295999,475.8169861,6.065599918,22.16799927
192,1761,1762,1762,D:\Users\Wildlands\Desktop\QUTO\0F4A8289.jpg,0F4A8289.jpg,2015:05:13 13:09:48,65535,{2F99F3A4-58D2-4D70-9BEF-BBF9F13F4F5B},-119.7662733,34.04344833,320.5,1, ,0,0,0,0,908.4899902,0.214606002,509.7600098,5.773600101,22.67499924
193,1820,1821,1821,D:\Users\Wildlands\Desktop\QUTO\0F4A8463.jpg,0F4A8463.jpg,2015:05:04 05:56:41,65535,{C3BE007D-CDF9-4EA4-92F5-F46F7908B70C},-119.8100883,34.009535,366.7,1, ,0,0,0,0,881.96698,0.242513999,556.0230103,4.823699951,24.19059944
194,1826,1827,1827,D:\Users\Wildlands\Desktop\QUTO\0F4A8475.jpg,0F4A8475.jpg,2015:05:04 05:56:48,65535,{A7179027-F074-4131-AE03-0E7E0177A9A1},-119.8104183,34.01003,369.5,1, ,0,0,0,0,881.96698,0.242513999,556.0230103,4.823699951,24.19059944
195,1842,1843,1843,D:\Users\Wildlands\Desktop\QUTO\0F4A8501.jpg,0F4A8501.jpg,2015:05:04 05:57:13,65535,{882F7F9E-8314-4E10-87D7-3F017AA2014D},-119.8107067,34.01004833,370,1, ,0,0,0,0,881.96698,0.242513999,556.0230103,4.823699951,24.19059944
196,1846,1847,1847,D:\Users\Wildlands\Desktop\QUTO\0F4A8505.jpg,0F4A8505.jpg,2015:05:04 05:57:21,65535,{73316E82-235C-424A-B10E-D83B115A0633},-119.8108367,34.01078333,370.6,1, ,0,0,0,0,869.9130249,0.217115998,546.2670288,5.171199799,24.2397995
197,1866,1867,1867,D:\Users\Wildlands\Desktop\QUTO\0F4A9064-2.jpg,0F4A9064-2.jpg,2015:05:31 15:44:36,65535,{E588CDB2-74A6-494F-AD90-9EC6D86193D5},-119.7028617,34.02043333,418.5,1, ,0,0,0,0,920.4699707,0.302065015,482.9070129,6.925199986,23.75600052
198,1869,1870,1870,D:\Users\Wildlands\Desktop\QUTO\0F4A9067-2.jpg,0F4A9067-2.jpg,2015:05:31 15:44:36,65535,{DC883B78-1D91-45FE-9C5F-17F06C3AD86A},-119.70117,34.02261,369.6,1, ,0,0,0,0,928.5800171,0.231079996,460.7170105,6.971099854,23.38470078
199,1871,1872,1872,D:\Users\Wildlands\Desktop\QUTO\0F4A9127.jpg,0F4A9127.jpg,2015:05:31 15:48:26,65535,{7B065DC3-7D6B-4F5C-BA5C-A7B1D844ADE5},-119.6937067,34.02815333,77.3,1, ,0,0,0,0,969.6599731,0.00246604,391.0499878,7.219099998,22.00799942
200,1875,1876,1876,D:\Users\Wildlands\Desktop\QUTO\0F4A9131.jpg,0F4A9131.jpg,2015:05:31 15:48:43,65535,{C4225F2C-637E-4BDA-8DC6-6411BAC3B511},-119.694985,34.02745833,80.2,1, ,0,0,0,0,969.6599731,0.00246604,391.0499878,7.219099998,22.00799942
201,1877,1878,1878,D:\Users\Wildlands\Desktop\QUTO\0F4A9133-2.jpg,0F4A9133-2.jpg,2015:05:31 15:48:53,65535,{22F8F318-3E24-480C-AD6D-100FBB81633F},-119.695645,34.02660833,94.3,1, ,0,0,0,0,963.8369751,0.114430003,397.572998,7.252900124,22.16160011
202,1878,1879,1879,D:\Users\Wildlands\Desktop\QUTO\0F4A9133.jpg,0F4A9133.jpg,2015:04:22 10:14:36,65535,{C64B4B2C-7C38-412C-AE5F-2A031F5373FE},-119.8543733,34.05616167,584.8,1, ,0,0,0,0,924.6569824,0.227547005,527.0930176,5.868199825,23.39430046
203,1897,1898,1898,D:\Users\Wildlands\Desktop\QUTO\0F4A9143-2.jpg,0F4A9143-2.jpg,2015:05:31 15:49:13,65535,{ABF12148-7A5C-4E48-8633-43B7230E808E},-119.695555,34.02660167,99.8,1, ,0,0,0,0,963.8369751,0.114430003,397.572998,7.252900124,22.16160011
204,1904,1905,1905,D:\Users\Wildlands\Desktop\QUTO\0F4A9146.jpg,0F4A9146.jpg,2015:04:22 10:15:06,65535,{DB74AA02-601D-4AD3-A510-AEA9682AA373},-119.8543433,34.05541333,567.6,1, ,0,0,0,0,924.6569824,0.227547005,527.0930176,5.868199825,23.39430046
205,1913,1914,1914,D:\Users\Wildlands\Desktop\QUTO\0F4A9151-2.jpg,0F4A9151-2.jpg,2015:05:31 15:49:26,65535,{45463962-3E9A-49FE-BB1D-DAA60BC1F5E3},-119.6964133,34.02598667,106.5,1, ,0,0,0,0,948.7199707,0.146033004,421.303009,7.106299877,22.50219917
206,1933,1934,1934,D:\Users\Wildlands\Desktop\QUTO\0F4A9161-2.jpg,0F4A9161-2.jpg,2015:05:31 15:49:36,65535,{F160C6E7-086A-4477-95F5-4A70B9729687},-119.6967333,34.025835,116.8,1, ,0,0,0,0,948.7199707,0.146033004,421.303009,7.106299877,22.50219917
207,1950,1951,1951,D:\Users\Wildlands\Desktop\QUTO\0F4A9169.jpg,0F4A9169.jpg,2015:04:22 10:19:21,65535,{9D2DC2A5-3123-443F-89BB-E1C2EB50BCAB},-119.8628333,34.04833667,879.9,1, ,0,0,0,0,900.9530029,0.366654009,565.3499756,5.452199936,23.93959999
208,1957,1958,1958,D:\Users\Wildlands\Desktop\QUTO\0F4A9173-3.jpg,0F4A9173-3.jpg,2015:05:31 15:49:57,65535,{963CEAC1-996E-4AE6-9073-491B134D5C46},-119.6972967,34.02560167,118.9,1, ,0,0,0,0,948.7199707,0.146033004,421.303009,7.106299877,22.50219917
209,1970,1971,1971,D:\Users\Wildlands\Desktop\QUTO\0F4A9179.jpg,0F4A9179.jpg,2015:04:22 10:19:35,65535,{7336C4BE-9729-4971-AF88-E974B6778633},-119.8629983,34.04809833,840.7,1, ,0,0,0,0,900.9530029,0.366654009,565.3499756,5.452199936,23.93959999
210,1975,1976,1976,D:\Users\Wildlands\Desktop\QUTO\0F4A9182-2.jpg,0F4A9182-2.jpg,2015:05:31 15:50:09,65535,{6EDC72AD-1AA3-478E-AA6D-0438A8BBB2E7},-119.69806,34.02513333,161.1,1, ,0,0,0,0,948.7199707,0.146033004,421.303009,7.106299877,22.50219917
211,1999,2000,2000,D:\Users\Wildlands\Desktop\QUTO\0F4A9194-3.jpg,0F4A9194-3.jpg,2015:05:31 15:50:26,65535,{FE1D1736-CAE5-44CD-9DF1-E8BC6607A991},-119.6989167,34.02438167,185.1,1, ,0,0,0,0,933.742981,0.204186007,448.8429871,7.150300026,23.12540054
212,2006,2007,2007,D:\Users\Wildlands\Desktop\QUTO\0F4A9197.jpg,0F4A9197.jpg,2015:04:22 10:19:53,65535,{5DCEFB8C-29A1-48BC-BE0E-4D00F5E867D8},-119.8632133,34.04805333,827.2,1, ,0,0,0,0,900.9530029,0.366654009,565.3499756,5.452199936,23.93959999
213,2015,2016,2016,D:\Users\Wildlands\Desktop\QUTO\0F4A9202-3.jpg,0F4A9202-3.jpg,2015:05:31 15:50:39,65535,{56402454-DA82-4C54-B91B-BBCA1773D08C},-119.69982,34.02364333,215.1,1, ,0,0,0,0,928.5800171,0.231079996,460.7170105,6.971099854,23.38470078
214,2029,2030,2030,D:\Users\Wildlands\Desktop\QUTO\0F4A9209-3.jpg,0F4A9209-3.jpg,2015:05:31 15:50:51,65535,{2D1E2D7B-1110-42DA-B1C7-0926EB86D46B},-119.7004433,34.022805,229.2,1, ,0,0,0,0,928.5800171,0.231079996,460.7170105,6.971099854,23.38470078
215,2038,2039,2039,D:\Users\Wildlands\Desktop\QUTO\0F4A9214.jpg,0F4A9214.jpg,2015:04:22 10:20:05,65535,{67AB2C55-3D1D-41B7-9045-4F01E2175388},-119.8635883,34.04785,822.6,1, ,0,0,0,0,900.9530029,0.366654009,565.3499756,5.452199936,23.93959999
216,2043,2044,2044,D:\Users\Wildlands\Desktop\QUTO\0F4A9221.jpg,0F4A9221.jpg,2015:05:29 09:51:22,65535,{84772FD1-8F7E-4F1E-8EF8-B711BEBFFF99},-119.6138817,34.00512833,274.3,1, ,0,0,0,0,932.8430176,0.363853008,493.7999878,8.144100189,22.59020042
217,2048,2049,2049,D:\Users\Wildlands\Desktop\QUTO\0F4A9234.jpg,0F4A9234.jpg,2015:05:29 09:51:42,65535,{3EDAB72C-2A67-40F4-8B56-8135CDCE22D1},-119.61321,34.00351667,357,1, ,0,0,0,0,932.8430176,0.363853008,493.7999878,8.144100189,22.59020042
218,2054,2055,2055,D:\Users\Wildlands\Desktop\QUTO\0F4A9341.jpg,0F4A9341.jpg,2015:04:22 10:43:29,65535,{666DE82B-105D-45D9-BE89-F27B94457DAA},-119.8565717,34.0544,698.2,1, ,0,0,0,0,925.2000122,0.274168015,530.9429932,5.990200043,23.61660004
219,2056,2057,2057,D:\Users\Wildlands\Desktop\QUTO\0F4A9343.jpg,0F4A9343.jpg,2015:04:22 10:43:41,65535,{EAF68C05-10FB-4AB8-83C7-EE53E3A98B2F},-119.8578317,34.05429333,687.3,1, ,0,0,0,0,913.5499878,0.305177987,546.0869751,5.947400093,23.58909988
220,2070,2071,2071,D:\Users\Wildlands\Desktop\QUTO\0F4A9357.jpg,0F4A9357.jpg,2015:04:22 10:49:08,65535,{36C23575-6F0E-46AE-9ECE-573451E0F89D},-119.85068,34.05008833,523.2,1, ,0,0,0,0,909.6430054,0.301239997,558.4569702,5.791399956,23.53980064
221,2079,2080,2080,D:\Users\Wildlands\Desktop\QUTO\0F4A9368.jpg,0F4A9368.jpg,2015:04:22 10:49:22,65535,{897E4626-44F6-4D30-AE53-88B4484A147A},-119.8504967,34.05016167,520.9,1, ,0,0,0,0,909.6430054,0.301239997,558.4569702,5.791399956,23.53980064
222,2088,2089,2089,D:\Users\Wildlands\Desktop\QUTO\0F4A9387.jpg,0F4A9387.jpg,2015:04:22 10:50:30,65535,{8799E3A4-AAA0-4083-B776-2E081FDB614C},-119.8482667,34.05182667,556.9,1, ,0,0,0,0,909.6430054,0.301239997,558.4569702,5.791399956,23.53980064
223,2097,2098,2098,D:\Users\Wildlands\Desktop\QUTO\0F4A9396.jpg,0F4A9396.jpg,2015:04:22 10:50:36,65535,{7BDDA4D0-489B-48C6-ABD8-018F4F5CB3C3},-119.849865,34.05246333,508.3,1, ,0,0,0,0,914.3070068,0.276722014,542.5999756,5.705299854,23.57500076
224,2109,2110,2110,D:\Users\Wildlands\Desktop\QUTO\0F4A9408-2.jpg,0F4A9408-2.jpg,2015:05:04 09:11:15,65535,{F4FF0E60-219D-4637-A732-C855DBE6F65B},-119.81613,34.01419333,265.1,1, ,0,0,0,0,895.3300171,0.230022997,539.6300049,5.131999969,24.15740013
225,2122,2123,2123,D:\Users\Wildlands\Desktop\QUTO\0F4A9414.jpg,0F4A9414.jpg,2015:04:22 10:50:50,65535,{FAE55ED2-5A68-41B1-9CB0-257E4023FE3A},-119.850185,34.05229833,501.5,1, ,0,0,0,0,914.3070068,0.276722014,542.5999756,5.705299854,23.57500076
226,2140,2141,2141,D:\Users\Wildlands\Desktop\QUTO\0F4A9423.jpg,0F4A9423.jpg,2015:04:22 10:51:37,65535,{618FA536-81D3-4E93-98BC-4512442DB79D},-119.85284,34.05386,396.2,1, ,0,0,0,0,928.3369751,0.264490992,528.21698,5.961299896,23.46299934
227,2141,2142,2142,D:\Users\Wildlands\Desktop\QUTO\0F4A9424-2.jpg,0F4A9424-2.jpg,2015:05:04 09:12:30,65535,{0F85350F-1B04-4A7B-AF50-9F00AC5D4131},-119.8109733,34.01127167,272,1, ,0,0,0,0,869.9130249,0.217115998,546.2670288,5.171199799,24.2397995
228,2157,2158,2158,D:\Users\Wildlands\Desktop\QUTO\0F4A9434.jpg,0F4A9434.jpg,2015:04:22 10:51:49,65535,{A5701579-975E-474C-B6AB-E500A10F8B5B},-119.8529667,34.05402667,349,1, ,0,0,0,0,928.3369751,0.264490992,528.21698,5.961299896,23.46299934
229,2164,2165,2165,D:\Users\Wildlands\Desktop\QUTO\0F4A9441.jpg,0F4A9441.jpg,2015:04:22 10:52:03,65535,{3D86F8AB-F0AB-4F6F-B536-46EB199B8251},-119.8530217,34.05393333,301,1, ,0,0,0,0,928.3369751,0.264490992,528.21698,5.961299896,23.46299934
230,2165,2166,2166,D:\Users\Wildlands\Desktop\QUTO\0F4A9442-2.jpg,0F4A9442-2.jpg,2015:05:04 09:13:16,65535,{FBC16FA6-638D-4CAB-B576-07FB287E0EBC},-119.8068467,34.010225,361.6,1, ,0,0,0,0,902.1229858,0.231346995,573.039978,4.818699837,24.20030022
231,2183,2184,2184,D:\Users\Wildlands\Desktop\QUTO\0F4A9453.jpg,0F4A9453.jpg,2015:04:22 10:54:21,65535,{E94F9204-A63D-46D6-A1FD-0F13350581E8},-119.8511967,34.05782333,297.6,1, ,0,0,0,0,951.4470215,0.238124996,492.0469971,6.134699821,22.84480095
232,2186,2187,2187,D:\Users\Wildlands\Desktop\QUTO\0F4A9456.jpg,0F4A9456.jpg,2015:04:22 10:54:56,65535,{C1DFDD8F-0FD4-4474-9464-55120D9EF972},-119.8514733,34.05771667,258.8,1, ,0,0,0,0,951.4470215,0.238124996,492.0469971,6.134699821,22.84480095
233,2200,2201,2201,D:\Users\Wildlands\Desktop\QUTO\0F4A9472.jpg,0F4A9472.jpg,2015:04:22 10:55:04,65535,{71B36860-A706-4DE0-8654-D6BEA785E3A9},-119.8522283,34.05770667,256.9,1, ,0,0,0,0,951.4470215,0.238124996,492.0469971,6.134699821,22.84480095
234,2202,2203,2203,D:\Users\Wildlands\Desktop\QUTO\0F4A9491.jpg,0F4A9491.jpg,2015:05:04 09:18:16,65535,{5AFC05F5-388D-4393-897B-36AD16071393},-119.8024133,34.01193833,444.5,1, ,0,0,0,0,859.5469971,0.237009004,578.5930176,4.988599777,24.30060005
235,2206,2207,2207,D:\Users\Wildlands\Desktop\QUTO\0F4A9495.jpg,0F4A9495.jpg,2015:05:04 09:18:42,65535,{631BB472-6866-45E3-9401-C29432781AA4},-119.80289,34.01195167,446.2,1, ,0,0,0,0,859.5469971,0.237009004,578.5930176,4.988599777,24.30060005
236,2217,2218,2218,D:\Users\Wildlands\Desktop\QUTO\0F4A9511.jpg,0F4A9511.jpg,2015:05:04 09:18:56,65535,{7958EBC8-9030-411E-98C9-CC6C474DF08B},-119.803295,34.012165,440.6,1, ,0,0,0,0,859.5469971,0.237009004,578.5930176,4.988599777,24.30060005
237,2233,2234,2234,D:\Users\Wildlands\Desktop\QUTO\0F4A9534.jpg,0F4A9534.jpg,2015:05:04 09:19:55,65535,{B8C9297E-7798-4A64-97CD-9AF2842C196F},-119.80047,34.01440833,426,1, ,0,0,0,0,870.6129761,0.236443996,567.4370117,5.125400066,24.20240021
238,2241,2242,2242,D:\Users\Wildlands\Desktop\QUTO\0F4A9542.jpg,0F4A9542.jpg,2015:05:04 09:20:10,65535,{19D02F9A-81FF-4B64-A465-B4F3DBA2296C},-119.800715,34.01368167,429,1, ,0,0,0,0,870.6129761,0.236443996,567.4370117,5.125400066,24.20240021
239,2245,2246,2246,D:\Users\Wildlands\Desktop\QUTO\0F4A9546.jpg,0F4A9546.jpg,2015:05:04 09:20:35,65535,{05B28C82-6D4B-421F-8589-1F21FCA9954D},-119.8004883,34.01199333,433.4,1, ,0,0,0,0,858.7999878,0.238335997,585.9829712,5.039800167,24.09620094
240,2247,2248,2248,D:\Users\Wildlands\Desktop\QUTO\0F4A9551.jpg,0F4A9551.jpg,2015:05:04 09:20:41,65535,{DBA048A4-2C7E-4A17-93AA-0B1062A9FA18},-119.7989333,34.01311,453.9,1, ,0,0,0,0,870.6129761,0.236443996,567.4370117,5.125400066,24.20240021
241,2250,2251,2251,D:\Users\Wildlands\Desktop\QUTO\0F4A9557.jpg,0F4A9557.jpg,2015:05:04 09:21:00,65535,{64D35BAE-EF28-4928-80A6-E5A0FD7074D4},-119.7989617,34.01465833,452.5,1, ,0,0,0,0,870.6129761,0.236443996,567.4370117,5.125400066,24.20240021
242,2253,2254,2254,D:\Users\Wildlands\Desktop\QUTO\0F4A9562.jpg,0F4A9562.jpg,2015:05:04 09:21:08,65535,{73961776-56F4-4AE6-96F7-1CFEED46CB3F},-119.79829,34.01449167,448.7,1, ,0,0,0,0,880.0200195,0.238273993,580.4370117,5.097000122,24.1201992
243,2259,2260,2260,D:\Users\Wildlands\Desktop\QUTO\0F4A9577.jpg,0F4A9577.jpg,2015:05:04 09:21:44,65535,{D072D8E8-B0B4-4B67-B145-DA85AA25B0FA},-119.797845,34.01284667,451.3,1, ,0,0,0,0,905.6069946,0.235220999,581.7769775,5.14620018,24.10930061
244,2262,2263,2263,D:\Users\Wildlands\Desktop\QUTO\0F4A9583.jpg,0F4A9583.jpg,2015:05:04 09:21:54,65535,{EB1EBB92-8672-48DC-BFC1-90C96F62B72B},-119.7971033,34.01416833,460.9,1, ,0,0,0,0,880.0200195,0.238273993,580.4370117,5.097000122,24.1201992
245,2268,2269,2269,D:\Users\Wildlands\Desktop\QUTO\0F4A9602.jpg,0F4A9602.jpg,2015:05:04 09:22:45,65535,{F12A1D63-5A01-451F-9D57-1B2FC814FE48},-119.79895,34.015195,403,1, ,0,0,0,0,870.6129761,0.236443996,567.4370117,5.125400066,24.20240021
246,2276,2277,2277,D:\Users\Wildlands\Desktop\QUTO\0F4A9610.jpg,0F4A9610.jpg,2015:05:04 09:22:59,65535,{9826C07A-0722-4370-B886-CFAAA30D27D8},-119.7988617,34.01500667,399.4,1, ,0,0,0,0,870.6129761,0.236443996,567.4370117,5.125400066,24.20240021
247,2286,2287,2287,D:\Users\Wildlands\Desktop\QUTO\0F4A9625.jpg,0F4A9625.jpg,2015:05:04 09:23:15,65535,{A466F617-9F90-4FE0-9309-A86919926AEF},-119.8000283,34.01500833,399.7,1, ,0,0,0,0,870.6129761,0.236443996,567.4370117,5.125400066,24.20240021
248,2295,2296,2296,D:\Users\Wildlands\Desktop\QUTO\0F4A9649.jpg,0F4A9649.jpg,2015:05:04 09:23:44,65535,{E77653C1-F02B-4BAF-BB57-1C380730926E},-119.8020567,34.015605,369.9,1, ,0,0,0,0,856.46698,0.244508997,560.9530029,5.057099819,24.25029945
249,0,0,0, , , ,0, ,-119.8183327,33.98552014,0,0,"GPS data collected with Magellan GPS unit by Bean Lucas in 2006, mapped by using Tools -> Add XY data in ArcGIS, then buffered in ArcGIS with 4-meter buffer to approximate canopy cover",50.23490985,0.012413046,16787.51247,-447757.5447,962.460022,0.268662989,462.5870056,5.863399982,24.13540077
250,1,0,0, , , ,0, ,-119.6136258,34.00249365,0,0,"GPS data collected with Magellan GPS unit by Laura Kindsvater in 2006, mapped by using Tools -> Add XY data in ArcGIS, then buffered in ArcGIS with 4-meter buffer to approximate canopy cover",50.23490985,0.012413046,35695.02128,-445818.1653,932.9329834,0.36244899,514.7230225,8.436400414,23.4435997
251,2,0,0, , , ,0, ,-119.6135699,34.00313504,0,0,"GPS data collected with Magellan GPS unit by Laura Kindsvater in 2006, mapped by using Tools -> Add XY data in ArcGIS, then buffered in ArcGIS with 4-meter buffer to approximate canopy cover",50.23490985,0.012413046,35699.898,-445747,932.8430176,0.363853008,493.7999878,8.144100189,22.59020042
252,3,0,0, , , ,0, ,-119.6960648,34.02670525,0,0,"GPS data collected with Magellan GPS unit by Laura Kindsvater in 2006, mapped by using Tools -> Add XY data in ArcGIS, then buffered in ArcGIS with 4-meter buffer to approximate canopy cover",50.23490985,0.012413046,28070.59717,-443160.2539,948.7199707,0.146033004,421.303009,7.106299877,22.50219917
253,4,0,0, , , ,0, ,-119.7431674,33.98026333,0,0,"Derived from GPS point(s) recorded by either NPS staff or Laura Kindsvater using Trimble GPS units (most often TDC-2 model) 2001-2004, taken at edge of QUTO canopy or at corners of LK's releves.",50.22028153,0.012409432,23734.48075,-448324.5675,916.5200195,0.305637985,487.0100098,6.288799763,24.3628006
254,5,0,0, , , ,0, ,-119.8194861,33.99458199,0,0,"Derived from GPS point(s) recorded by either NPS staff or Laura Kindsvater using Trimble GPS units (most often TDC-2 model) 2001-2004, taken at edge of QUTO canopy or at corners of LK's releves.",50.22502903,0.012410605,16679.01828,-446752.5996,938.3569946,0.251493007,516.6229858,5.363699913,24.45709991
