OBJECTID,FID_,OBJECTID_1,OBJECTID_2,PATH,NAME,DATETIME,DIRECTION,GLOBALID,POINT_X,POINT_Y,POINT_Z,POINT_M,SOURCEDATA,F_AREA,ACRES,INSIDE_X,INSIDE_Y,cwd,fog,ppt,tmn,tmx
82,840,841,841,D:\Users\Wildlands\Desktop\QUTO\0F4A5175-2.jpg,0F4A5175-2.jpg,2015:05:10 07:26:53,65535,{0EE086C7-5371-495D-8A96-18D248056A03},-119.84165,34.05906167,262.1,1, ,0,0,0,0,956.0269775,0.190178007,480.4070129,6.233399868,22.76840019
83,848,849,849,D:\Users\Wildlands\Desktop\QUTO\0F4A5199.jpg,0F4A5199.jpg,2015:05:10 07:34:43,65535,{68EE0463-8E0F-49D2-BF4F-1158428D2425},-119.8548617,34.046325,477.9,1, ,0,0,0,0,894.7130127,0.328397989,575.4429932,5.454599857,23.93400002
84,867,868,868,D:\Users\Wildlands\Desktop\QUTO\0F4A5218.jpg,0F4A5218.jpg,2015:05:10 07:35:00,65535,{11AB4C11-1572-4EFA-8A40-DDD0548526E2},-119.8561617,34.04590833,492.1,1, ,0,0,0,0,894.7130127,0.328397989,575.4429932,5.454599857,23.93400002
85,873,874,874,D:\Users\Wildlands\Desktop\QUTO\0F4A5232.jpg,0F4A5232.jpg,2015:05:10 07:35:13,65535,{F4087D56-48DF-4519-914F-09861202215D},-119.8564617,34.045765,503.3,1, ,0,0,0,0,894.7130127,0.328397989,575.4429932,5.454599857,23.93400002
86,885,886,886,D:\Users\Wildlands\Desktop\QUTO\0F4A5244.jpg,0F4A5244.jpg,2015:05:10 07:35:27,65535,{907F3615-18A6-4766-A2D8-692B39EFFD4F},-119.8568283,34.045225,520,1, ,0,0,0,0,897.8870239,0.338456988,570.039978,5.421299934,23.92609978
87,896,897,897,D:\Users\Wildlands\Desktop\QUTO\0F4A5256.jpg,0F4A5256.jpg,2015:05:10 07:35:49,65535,{D11EE7C7-F9DA-4166-A2D8-0484C2009C05},-119.8570717,34.04513167,541.3,1, ,0,0,0,0,897.8870239,0.338456988,570.039978,5.421299934,23.92609978
88,908,909,909,D:\Users\Wildlands\Desktop\QUTO\0F4A5269-2.jpg,0F4A5269-2.jpg,2015:05:18 14:30:58,65535,{DB80567A-8EA8-4158-8DA0-32B7440920BF},-119.5921033,34.01100833,415.2,1, ,0,0,0,0,921.1799927,0.352236986,539.6430054,8.33409977,22.69659996
89,923,924,924,D:\Users\Wildlands\Desktop\QUTO\0F4A5284-2.jpg,0F4A5284-2.jpg,2015:05:18 14:31:15,65535,{47842161-63AD-409D-BD24-D87141ABB24B},-119.592635,34.01126167,420.8,1, ,0,0,0,0,921.1799927,0.352236986,539.6430054,8.33409977,22.69659996
90,937,938,938,D:\Users\Wildlands\Desktop\QUTO\0F4A5298-2.jpg,0F4A5298-2.jpg,2015:05:18 14:31:30,65535,{7B1D3192-BF22-449F-9FED-4A6EA27D94A1},-119.592765,34.01119667,421.5,1, ,0,0,0,0,921.1799927,0.352236986,539.6430054,8.33409977,22.69659996
91,947,948,948,D:\Users\Wildlands\Desktop\QUTO\0F4A5308-2.jpg,0F4A5308-2.jpg,2015:05:18 14:31:45,65535,{2ADEDD14-58A5-4912-B4A4-C02E4C28D554},-119.5930783,34.01095333,424.3,1, ,0,0,0,0,921.1799927,0.352236986,539.6430054,8.33409977,22.69659996
92,949,950,950,D:\Users\Wildlands\Desktop\QUTO\0F4A5314.jpg,0F4A5314.jpg,2015:05:10 08:12:56,65535,{CB39A793-3E92-4EAE-8D51-A9D7ABABB2A4},-119.831375,34.03504,544.1,1, ,0,0,0,0,899.7329712,0.373389006,557.0430298,5.618800163,23.71459961
93,966,967,967,D:\Users\Wildlands\Desktop\QUTO\0F4A5345.jpg,0F4A5345.jpg,2015:05:10 08:13:23,65535,{4529F3F5-28F0-4749-82F1-7832A1B015C3},-119.83014,34.036055,524.4,1, ,0,0,0,0,898.1900024,0.364012003,552.0869751,5.573299885,23.4428997
94,975,976,976,D:\Users\Wildlands\Desktop\QUTO\0F4A5354.jpg,0F4A5354.jpg,2015:05:10 08:13:34,65535,{B8CC90CE-E24F-4A6D-8343-1E51D03F65DD},-119.8308383,34.03575,530.8,1, ,0,0,0,0,899.7329712,0.373389006,557.0430298,5.618800163,23.71459961
95,977,978,978,D:\Users\Wildlands\Desktop\QUTO\0F4A5376.jpg,0F4A5376.jpg,2015:05:10 08:16:10,65535,{F9229573-E05C-4E60-B935-7CBC2567F7D9},-119.83385,34.03849167,586.3,1, ,0,0,0,0,894.3469849,0.315706998,563.5999756,5.58739996,23.54999924
96,995,996,996,D:\Users\Wildlands\Desktop\QUTO\0F4A5394.jpg,0F4A5394.jpg,2015:05:10 08:18:44,65535,{87FC1E06-1563-4382-8E56-77CDE1CD2764},-119.8337617,34.04012833,499.6,1, ,0,0,0,0,898.0269775,0.322284013,554.710022,5.499199867,23.5909996
97,999,1000,1000,D:\Users\Wildlands\Desktop\QUTO\0F4A5398.jpg,0F4A5398.jpg,2015:05:10 08:18:50,65535,{9E2AC31F-39E3-417E-A725-D46ACDD11814},-119.83414,34.04022333,522.1,1, ,0,0,0,0,898.0269775,0.322284013,554.710022,5.499199867,23.5909996
98,1005,1006,1006,D:\Users\Wildlands\Desktop\QUTO\0F4A5411.jpg,0F4A5411.jpg,2015:05:10 08:19:18,65535,{A30EA984-4ACE-478C-A1E3-0F603142815B},-119.8325233,34.04250667,455,1, ,0,0,0,0,911.2869873,0.278104991,528.1669922,5.736700058,23.31529999
99,1017,1018,1018,D:\Users\Wildlands\Desktop\QUTO\0F4A5423.jpg,0F4A5423.jpg,2015:05:10 08:19:43,65535,{62D39617-13FD-48EB-A4BE-8A5D02323783},-119.8345467,34.042155,444.4,1, ,0,0,0,0,898.0269775,0.322284013,554.710022,5.499199867,23.5909996
100,1027,1028,1028,D:\Users\Wildlands\Desktop\QUTO\0F4A5433.jpg,0F4A5433.jpg,2015:05:10 08:19:48,65535,{80226D2E-DDE7-4617-A710-A4B7ABB25804},-119.8350467,34.04174667,460.1,1, ,0,0,0,0,898.0269775,0.322284013,554.710022,5.499199867,23.5909996
101,1028,1029,1029,D:\Users\Wildlands\Desktop\QUTO\0F4A5434.jpg,0F4A5434.jpg,2015:05:10 08:20:06,65535,{53654838-FE76-45B7-BB13-1617D740A79B},-119.83463,34.04200167,462.2,1, ,0,0,0,0,898.0269775,0.322284013,554.710022,5.499199867,23.5909996
102,1061,1062,1062,D:\Users\Wildlands\Desktop\QUTO\0F4A5467.jpg,0F4A5467.jpg,2015:05:10 08:20:17,65535,{A8109BDA-1A94-420A-B2EE-CAA36FFB48A6},-119.8350567,34.04171833,462,1, ,0,0,0,0,898.0269775,0.322284013,554.710022,5.499199867,23.5909996
103,1065,1066,1066,D:\Users\Wildlands\Desktop\QUTO\0F4A5483.jpg,0F4A5483.jpg,2015:05:10 08:21:13,65535,{51BF64DC-42CF-4E5D-83ED-2AFAC3B0C0D8},-119.8385217,34.04044667,538.4,1, ,0,0,0,0,884.4769897,0.306281,558.572998,5.484200001,23.33239937
104,1069,1070,1070,D:\Users\Wildlands\Desktop\QUTO\0F4A5496.jpg,0F4A5496.jpg,2015:05:10 08:21:18,65535,{287BC789-6F7F-4D7D-A6EA-EE076D3BE507},-119.83871,34.040025,543.3,1, ,0,0,0,0,884.4769897,0.306281,558.572998,5.484200001,23.33239937
105,1086,1087,1087,D:\Users\Wildlands\Desktop\QUTO\0F4A5513.jpg,0F4A5513.jpg,2015:05:10 08:21:34,65535,{A76443FA-ABD0-48B7-8F03-5E8C55DF55F3},-119.83979,34.039345,577.6,1, ,0,0,0,0,909.4500122,0.287880003,564.1870117,5.295100212,23.48089981
106,1099,1100,1100,D:\Users\Wildlands\Desktop\QUTO\0F4A5526.jpg,0F4A5526.jpg,2015:05:10 08:22:51,65535,{B2CA378F-357D-4BBA-931A-138CEF23107F},-119.8400483,34.04277333,525.6,1, ,0,0,0,0,870.9730225,0.341187,574.4699707,5.390699863,23.32279968
107,1101,1102,1102,D:\Users\Wildlands\Desktop\QUTO\0F4A5528.jpg,0F4A5528.jpg,2015:05:10 08:23:08,65535,{1FE45ED3-28E0-42F6-AC10-BAE67046F549},-119.84009,34.04279167,524.5,1, ,0,0,0,0,870.9730225,0.341187,574.4699707,5.390699863,23.32279968
108,1105,1106,1106,D:\Users\Wildlands\Desktop\QUTO\0F4A5532.jpg,0F4A5532.jpg,2015:05:10 08:23:19,65535,{920DA0AD-46AF-46EA-8279-BABF4CBBCC7C},-119.8400917,34.04279333,524.7,1, ,0,0,0,0,870.9730225,0.341187,574.4699707,5.390699863,23.32279968
109,1109,1110,1110,D:\Users\Wildlands\Desktop\QUTO\0F4A5536.jpg,0F4A5536.jpg,2015:05:10 08:23:39,65535,{4FDB4B42-231A-4442-BFC6-9E42922F0A8C},-119.8401117,34.04276167,525.9,1, ,0,0,0,0,870.9730225,0.341187,574.4699707,5.390699863,23.32279968
110,1112,1113,1113,D:\Users\Wildlands\Desktop\QUTO\0F4A5539.jpg,0F4A5539.jpg,2015:05:10 08:24:16,65535,{887DCE43-BF1F-4B9B-81FB-1A9D781025FA},-119.840175,34.042715,526.4,1, ,0,0,0,0,870.9730225,0.341187,574.4699707,5.390699863,23.32279968
111,1113,1114,1114,D:\Users\Wildlands\Desktop\QUTO\0F4A5540.jpg,0F4A5540.jpg,2015:05:10 08:24:19,65535,{80520639-4729-4BA2-99CA-7E9454B6BD39},-119.8402417,34.04271667,526.7,1, ,0,0,0,0,870.9730225,0.341187,574.4699707,5.390699863,23.32279968
112,1115,1116,1116,D:\Users\Wildlands\Desktop\QUTO\0F4A5542.jpg,0F4A5542.jpg,2015:05:10 08:24:34,65535,{CE31DAE5-2C2E-4394-9B0C-8D54843154AE},-119.8402433,34.04271833,526.3,1, ,0,0,0,0,870.9730225,0.341187,574.4699707,5.390699863,23.32279968
113,1117,1118,1118,D:\Users\Wildlands\Desktop\QUTO\0F4A5544.jpg,0F4A5544.jpg,2015:05:10 08:24:48,65535,{63218165-8813-4EE8-805A-0E72D5896732},-119.8402767,34.04271167,527.3,1, ,0,0,0,0,870.9730225,0.341187,574.4699707,5.390699863,23.32279968
114,1120,1121,1121,D:\Users\Wildlands\Desktop\QUTO\0F4A5587.jpg,0F4A5587.jpg,2015:05:10 08:31:44,65535,{F76B3A0B-9520-45F8-AF89-396B5D12A643},-119.8397467,34.04286,517.6,1, ,0,0,0,0,870.9730225,0.341187,574.4699707,5.390699863,23.32279968
115,1122,1123,1123,D:\Users\Wildlands\Desktop\QUTO\0F4A5589.jpg,0F4A5589.jpg,2015:05:10 08:31:54,65535,{3F2CEADD-BF43-4687-A691-0C70D114140F},-119.8396933,34.04290167,516.1,1, ,0,0,0,0,870.9730225,0.341187,574.4699707,5.390699863,23.32279968
116,1124,1125,1125,D:\Users\Wildlands\Desktop\QUTO\0F4A5591.jpg,0F4A5591.jpg,2015:05:10 08:32:11,65535,{DE3CCE0A-65B4-4E43-BBE6-854DC38E5E77},-119.83969,34.042905,515.6,1, ,0,0,0,0,870.9730225,0.341187,574.4699707,5.390699863,23.32279968
117,1125,1126,1126,D:\Users\Wildlands\Desktop\QUTO\0F4A5695.jpg,0F4A5695.jpg,2015:05:10 08:53:50,65535,{2CF5BCF9-D8BD-4A79-83E0-2FA0B2075CB8},-119.8480517,34.05313833,336.6,1, ,0,0,0,0,914.3070068,0.276722014,542.5999756,5.705299854,23.57500076
118,1134,1135,1135,D:\Users\Wildlands\Desktop\QUTO\0F4A5707.jpg,0F4A5707.jpg,2015:05:10 08:55:04,65535,{101DC35D-F617-4AA0-B47A-94B204E386FC},-119.8454383,34.05217833,275.1,1, ,0,0,0,0,907.8170166,0.245226994,557.1669922,5.721899986,23.50720024
119,1141,1142,1142,D:\Users\Wildlands\Desktop\QUTO\0F4A5714.jpg,0F4A5714.jpg,2015:05:10 08:57:04,65535,{3E07A4CD-936C-4942-816B-93C6957C24C4},-119.8527733,34.04645833,378.7,1, ,0,0,0,0,901.2199707,0.327010006,571.2329712,5.50369978,23.76589966
120,1155,1156,1156,D:\Users\Wildlands\Desktop\QUTO\0F4A5733.jpg,0F4A5733.jpg,2015:05:10 09:01:28,65535,{1249A9B9-7606-4EB6-86E3-35EC06A02145},-119.8483083,34.04882333,292.1,1, ,0,0,0,0,904.1669922,0.300792009,558.5869751,5.76970005,23.37000084
121,1160,1161,1161,D:\Users\Wildlands\Desktop\QUTO\0F4A5743.jpg,0F4A5743.jpg,2015:05:10 09:01:52,65535,{9876688E-58BD-4550-A11A-6FF0B7C260C9},-119.848255,34.04894667,304.3,1, ,0,0,0,0,904.1669922,0.300792009,558.5869751,5.76970005,23.37000084
122,1177,1178,1178,D:\Users\Wildlands\Desktop\QUTO\0F4A5760.jpg,0F4A5760.jpg,2015:05:10 09:02:09,65535,{5C4CE539-A5CF-4B72-9C6E-A1E0F41DE234},-119.8485517,34.04848667,299.6,1, ,0,0,0,0,904.1669922,0.300792009,558.5869751,5.76970005,23.37000084
123,1186,1187,1187,D:\Users\Wildlands\Desktop\QUTO\0F4A5769.jpg,0F4A5769.jpg,2015:05:10 09:02:45,65535,{65DF6D1E-D415-4BF4-9E94-7559162FDF7E},-119.8495733,34.04695667,338.1,1, ,0,0,0,0,900.7600098,0.344033003,556.7600098,5.595799923,23.2628994
124,1198,1199,1199,D:\Users\Wildlands\Desktop\QUTO\0F4A5781.jpg,0F4A5781.jpg,2015:05:10 09:04:03,65535,{B5A73252-F498-4DE3-B791-BD44C5D24314},-119.8453267,34.04301833,490.4,1, ,0,0,0,0,887.2269897,0.400979996,572.21698,5.366000175,22.84670067
125,1214,1215,1215,D:\Users\Wildlands\Desktop\QUTO\0F4A5885.jpg,0F4A5885.jpg,2015:05:19 07:26:37,65535,{A2CDFF8F-8B97-4C9F-8760-A6F788FE0613},-119.7682767,34.04837833,138.4,1, ,0,0,0,0,958.0900269,0.139188007,434.3529968,6.381899834,22.21699905
126,1223,1224,1224,D:\Users\Wildlands\Desktop\QUTO\0F4A5894.jpg,0F4A5894.jpg,2015:05:19 07:26:43,65535,{4D8E363B-2544-4EAD-857B-6B5AD743E362},-119.7682333,34.04827833,157.5,1, ,0,0,0,0,958.0900269,0.139188007,434.3529968,6.381899834,22.21699905
127,1231,1232,1232,D:\Users\Wildlands\Desktop\QUTO\0F4A5902.jpg,0F4A5902.jpg,2015:05:19 07:26:58,65535,{4DCA96FC-5434-4065-AC61-5A2F43E55801},-119.7684817,34.0479,163.1,1, ,0,0,0,0,958.0900269,0.139188007,434.3529968,6.381899834,22.21699905
128,1239,1240,1240,D:\Users\Wildlands\Desktop\QUTO\0F4A5910.jpg,0F4A5910.jpg,2015:05:19 07:27:19,65535,{74A2C96F-BD2D-49C1-86C5-11169ECC4236},-119.76923,34.04724333,183.9,1, ,0,0,0,0,955.1900024,0.188987002,460.4970093,6.202799797,22.45820045
129,1246,1247,1247,D:\Users\Wildlands\Desktop\QUTO\0F4A5917.jpg,0F4A5917.jpg,2015:05:19 07:27:41,65535,{50F7F8EF-1630-415A-898A-D5ADE246F122},-119.7698833,34.04691333,203.7,1, ,0,0,0,0,932.8969727,0.188446999,493.5,5.862400055,22.70929909
130,1249,1250,1250,D:\Users\Wildlands\Desktop\QUTO\0F4A5920.jpg,0F4A5920.jpg,2015:05:19 07:27:41,65535,{EAC8FEB7-5C46-4263-B117-8A5F09BE176D},-119.7705817,34.04614167,218.2,1, ,0,0,0,0,932.8969727,0.188446999,493.5,5.862400055,22.70929909
131,1253,1254,1254,D:\Users\Wildlands\Desktop\QUTO\0F4A5924.jpg,0F4A5924.jpg,2015:05:19 07:28:42,65535,{68EC69E8-9B15-4533-A869-EBF28E57DEDA},-119.773085,34.04260667,352.4,1, ,0,0,0,0,911.2000122,0.257326007,507.1570129,5.749899864,22.91810036
132,1270,1271,1271,D:\Users\Wildlands\Desktop\QUTO\0F4A5941.jpg,0F4A5941.jpg,2015:05:19 07:29:11,65535,{BAECAF30-2F4C-438B-B454-4C7385AE19E7},-119.7729717,34.04255167,353.9,1, ,0,0,0,0,911.2000122,0.257326007,507.1570129,5.749899864,22.91810036
133,1274,1275,1275,D:\Users\Wildlands\Desktop\QUTO\0F4A5945.jpg,0F4A5945.jpg,2015:05:19 07:29:17,65535,{F5F70305-8155-4693-ADD0-A78AD6BF41B8},-119.7726817,34.04160167,366.4,1, ,0,0,0,0,885.8770142,0.275613993,549.3430176,5.404699802,23.12129974
134,1280,1281,1281,D:\Users\Wildlands\Desktop\QUTO\0F4A5950.jpg,0F4A5950.jpg,2015:05:10 09:38:41,65535,{D32199F2-8CD9-4F93-9302-ADD523619EAC},-119.8374517,34.04698,405.1,1, ,0,0,0,0,886.6270142,0.318794012,561.5269775,5.488699913,23.21199989
135,1298,1299,1299,D:\Users\Wildlands\Desktop\QUTO\0F4A5963.jpg,0F4A5963.jpg,2015:05:10 09:43:07,65535,{A687BFD4-6705-4156-A8A9-7446A1437C7C},-119.829675,34.04578167,186.3,1, ,0,0,0,0,914.9000244,0.197527006,518.5629883,5.884300232,22.90200043
136,1307,1308,1308,D:\Users\Wildlands\Desktop\QUTO\0F4A5985.jpg,0F4A5985.jpg,2015:05:19 07:30:55,65535,{E88A2485-6C3C-45BF-901D-C8D231427148},-119.7717817,34.044575,301,1, ,0,0,0,0,925.4470215,0.255925,507.7099915,5.702300072,22.94860077
137,1313,1314,1314,D:\Users\Wildlands\Desktop\QUTO\0F4A5991.jpg,0F4A5991.jpg,2015:05:19 07:30:57,65535,{586923F2-9409-43E7-94A1-7ACFFD1F68B4},-119.77091,34.04537167,251.8,1, ,0,0,0,0,932.8969727,0.188446999,493.5,5.862400055,22.70929909
138,1324,1325,1325,D:\Users\Wildlands\Desktop\QUTO\0F4A6002.jpg,0F4A6002.jpg,2015:05:19 07:31:21,65535,{23088016-008A-4D96-91D9-6ABDA285527B},-119.77047,34.04433333,268,1, ,0,0,0,0,925.4470215,0.255925,507.7099915,5.702300072,22.94860077
139,1328,1329,1329,D:\Users\Wildlands\Desktop\QUTO\0F4A6006.jpg,0F4A6006.jpg,2015:05:19 07:31:27,65535,{05DCF500-F8A0-41AE-B0F4-6268DF15B3E1},-119.7701433,34.04344833,294.3,1, ,0,0,0,0,925.4470215,0.255925,507.7099915,5.702300072,22.94860077
140,1338,1339,1339,D:\Users\Wildlands\Desktop\QUTO\0F4A6088.jpg,0F4A6088.jpg,2015:05:19 07:39:41,65535,{29397BA3-3DA5-4DF2-8517-DADAD7D88A3B},-119.775855,34.043515,249.8,1, ,0,0,0,0,894.039978,0.225426003,537.4470215,5.524199963,23.07570076
141,1340,1341,1341,D:\Users\Wildlands\Desktop\QUTO\0F4A6090.jpg,0F4A6090.jpg,2015:05:19 07:39:42,65535,{1172739E-FD3D-49A9-B7EE-3F2429280136},-119.7759767,34.04316333,264.1,1, ,0,0,0,0,894.039978,0.225426003,537.4470215,5.524199963,23.07570076
142,1358,1359,1359,D:\Users\Wildlands\Desktop\QUTO\0F4A6108.jpg,0F4A6108.jpg,2015:05:19 07:40:33,65535,{D8B641E7-85C2-4157-848A-B9D23D63695E},-119.7758217,34.04061,352.1,1, ,0,0,0,0,887.6799927,0.251084,549.5869751,5.342700005,23.36829948
143,1368,1369,1369,D:\Users\Wildlands\Desktop\QUTO\0F4A6118.jpg,0F4A6118.jpg,2015:05:19 07:40:43,65535,{ECF15A62-E0E9-47BD-8EDE-889E007F7240},-119.7751983,34.04009833,369.1,1, ,0,0,0,0,887.6799927,0.251084,549.5869751,5.342700005,23.36829948
144,1374,1375,1375,D:\Users\Wildlands\Desktop\QUTO\0F4A6124.jpg,0F4A6124.jpg,2015:05:19 08:24:49,65535,{2969B83F-F841-4E58-9BAE-BBB0DFD2B194},-119.7748833,34.04161,424.5,1, ,0,0,0,0,885.8770142,0.275613993,549.3430176,5.404699802,23.12129974
145,1376,1377,1377,D:\Users\Wildlands\Desktop\QUTO\0F4A6126.jpg,0F4A6126.jpg,2015:05:19 08:24:56,65535,{5002758C-17AE-426C-826B-5F3EA2EB9AB2},-119.774435,34.04209333,352,1, ,0,0,0,0,885.8770142,0.275613993,549.3430176,5.404699802,23.12129974
146,1389,1390,1390,D:\Users\Wildlands\Desktop\QUTO\0F4A6139.jpg,0F4A6139.jpg,2015:05:19 08:25:10,65535,{4E686F06-3096-47C5-8E43-BCF17F3E7192},-119.7744667,34.04148333,381.3,1, ,0,0,0,0,885.8770142,0.275613993,549.3430176,5.404699802,23.12129974
147,1397,1398,1398,D:\Users\Wildlands\Desktop\QUTO\0F4A6147.jpg,0F4A6147.jpg,2015:05:19 08:25:25,65535,{E9489C62-9AAD-463D-AF17-7C4A9F1B5CB7},-119.7750083,34.04166667,377.1,1, ,0,0,0,0,887.6799927,0.251084,549.5869751,5.342700005,23.36829948
148,1404,1405,1405,D:\Users\Wildlands\Desktop\QUTO\0F4A6154.jpg,0F4A6154.jpg,2015:05:19 08:25:59,65535,{D89F3BD7-1DC4-4006-885A-B13C1ABF113E},-119.7747117,34.04468,353.1,1, ,0,0,0,0,926.8699951,0.207239002,484.8999939,5.931200027,22.78770065
149,1419,1420,1420,D:\Users\Wildlands\Desktop\QUTO\0F4A6183.jpg,0F4A6183.jpg,2015:05:10 12:02:03,65535,{A1C62DE3-A159-4D86-8F28-DE59B6EC4E01},-119.810535,34.02763333,410.2,1, ,0,0,0,0,892.9530029,0.257986009,574.03302,5.529799938,24.11540031
150,1428,1429,1429,D:\Users\Wildlands\Desktop\QUTO\0F4A6222-2.jpg,0F4A6222-2.jpg,2015:05:19 08:48:42,65535,{1AD7545B-F5DC-4A0F-8717-69720032ED8A},-119.7783267,34.045845,275.7,1, ,0,0,0,0,918.4569702,0.244106993,523.6669922,5.516900063,23.41259956
151,1431,1432,1432,D:\Users\Wildlands\Desktop\QUTO\0F4A6225-2.jpg,0F4A6225-2.jpg,2015:05:19 08:48:54,65535,{67E9CD1A-DEBC-4DEA-9B74-13C385194969},-119.7783867,34.04584667,294.9,1, ,0,0,0,0,918.4569702,0.244106993,523.6669922,5.516900063,23.41259956
152,1436,1437,1437,D:\Users\Wildlands\Desktop\QUTO\0F4A6315.jpg,0F4A6315.jpg,2015:05:19 09:34:48,65535,{DF2728BB-3B45-4E2D-93BA-13617640C11F},-119.70231,34.02756167,95.9,1, ,0,0,0,0,959.5499878,0.149958,431.2399902,6.986100197,22.53470039
153,1439,1440,1440,D:\Users\Wildlands\Desktop\QUTO\0F4A6318.jpg,0F4A6318.jpg,2015:05:19 09:35:00,65535,{EF454E65-278D-4B50-90D1-E185CDF60558},-119.7041417,34.02594,206.7,1, ,0,0,0,0,931.5629883,0.240181997,442.4670105,6.911300182,22.72780037
154,1448,1449,1449,D:\Users\Wildlands\Desktop\QUTO\0F4A6384.jpg,0F4A6384.jpg,2015:05:10 12:41:48,65535,{49D224D5-A901-4748-B63A-66203025B31E},-119.8323567,34.04273667,394.6,1, ,0,0,0,0,911.2869873,0.278104991,528.1669922,5.736700058,23.31529999
155,1460,1461,1461,D:\Users\Wildlands\Desktop\QUTO\0F4A7578.jpg,0F4A7578.jpg,2015:05:13 11:26:40,65535,{156809E4-70E6-4BA2-8014-AA3AF2943837},-119.78481,34.0518,89.5,1, ,0,0,0,0,948.3400269,0.117821999,459.8070068,6.308199883,22.52869987
156,1471,1472,1472,D:\Users\Wildlands\Desktop\QUTO\0F4A7589.jpg,0F4A7589.jpg,2015:05:13 11:26:43,65535,{75A0FFED-D47D-4AC6-B95D-D0E76B9CD4D7},-119.7846933,34.05089167,116.1,1, ,0,0,0,0,948.3400269,0.117821999,459.8070068,6.308199883,22.52869987
157,1480,1481,1481,D:\Users\Wildlands\Desktop\QUTO\0F4A7598.jpg,0F4A7598.jpg,2015:05:13 11:27:00,65535,{DABD939E-FFA0-4D04-96B1-24E84D174796},-119.7848683,34.05065667,129.9,1, ,0,0,0,0,948.3400269,0.117821999,459.8070068,6.308199883,22.52869987
158,1498,1499,1499,D:\Users\Wildlands\Desktop\QUTO\0F4A7618.jpg,0F4A7618.jpg,2015:05:13 11:27:19,65535,{08E3F029-89F3-43C8-9CCD-96CA34EE12FB},-119.7855083,34.04973667,157.9,1, ,0,0,0,0,948.3400269,0.117821999,459.8070068,6.308199883,22.52869987
159,1500,1501,1501,D:\Users\Wildlands\Desktop\QUTO\0F4A7620.jpg,0F4A7620.jpg,2015:05:13 11:27:33,65535,{B45A8D2E-87B5-4BB2-A982-B0EE9D0AFB8E},-119.7849233,34.04986333,168.1,1, ,0,0,0,0,948.3400269,0.117821999,459.8070068,6.308199883,22.52869987
160,1522,1523,1523,D:\Users\Wildlands\Desktop\QUTO\0F4A7644.jpg,0F4A7644.jpg,2015:05:13 11:27:42,65535,{3B5B55C4-DC3A-4642-8D80-F68FDEB8E7DD},-119.785735,34.05019833,162.3,1, ,0,0,0,0,948.3400269,0.117821999,459.8070068,6.308199883,22.52869987
161,1528,1529,1529,D:\Users\Wildlands\Desktop\QUTO\0F4A7651-2.jpg,0F4A7651-2.jpg,2015:05:20 07:07:46,65535,{479219C5-7A42-4194-A6FD-8572F4BF6248},-119.7798283,34.04873167,369.1,1, ,0,0,0,0,933.6569824,0.241659001,500.5870056,5.678199768,23.13809967
162,1532,1533,1533,D:\Users\Wildlands\Desktop\QUTO\0F4A7653-2.jpg,0F4A7653-2.jpg,2015:05:20 07:07:48,65535,{B9B2EAA9-4434-48A8-8B3B-DCF764300753},-119.7800517,34.04822,333.8,1, ,0,0,0,0,933.6569824,0.241659001,500.5870056,5.678199768,23.13809967
163,1550,1551,1551,D:\Users\Wildlands\Desktop\QUTO\0F4A7662-2.jpg,0F4A7662-2.jpg,2015:05:20 07:08:01,65535,{6B254C4E-8797-47AD-A408-185D5BED882C},-119.77956,34.04810667,331.4,1, ,0,0,0,0,933.6569824,0.241659001,500.5870056,5.678199768,23.13809967
164,1555,1556,1556,D:\Users\Wildlands\Desktop\QUTO\0F4A7665.jpg,0F4A7665.jpg,2015:05:13 11:28:14,65535,{ECB87A34-6F26-43C9-80AD-BDB7CB550458},-119.78464,34.04773667,202.3,1, ,0,0,0,0,924.4630127,0.168103993,526.9099731,5.538199902,23.56200027
165,1560,1561,1561,D:\Users\Wildlands\Desktop\QUTO\0F4A7670-2.jpg,0F4A7670-2.jpg,2015:05:20 07:20:04,65535,{3C4FBD5B-D5F2-4183-B0C2-BC3DC2F65936},-119.78187,34.051825,94.7,1, ,0,0,0,0,944.789978,0.171211004,462.7770081,6.28030014,22.46640015
166,1574,1575,1575,D:\Users\Wildlands\Desktop\QUTO\0F4A7683-2.jpg,0F4A7683-2.jpg,2015:05:20 07:20:16,65535,{0C05DE31-2095-4AA6-AB83-586CDAB4A189},-119.7817567,34.05126167,135.5,1, ,0,0,0,0,944.789978,0.171211004,462.7770081,6.28030014,22.46640015
167,1578,1579,1579,D:\Users\Wildlands\Desktop\QUTO\0F4A7723.jpg,0F4A7723.jpg,2015:05:13 11:31:11,65535,{1416AB8E-16E3-4D6D-9CB8-08FA435406DD},-119.7800333,34.04431667,278.9,1, ,0,0,0,0,923.539978,0.231570005,514.8270264,5.649600029,23.25989914
168,1581,1582,1582,D:\Users\Wildlands\Desktop\QUTO\0F4A7726.jpg,0F4A7726.jpg,2015:05:13 11:31:12,65535,{4E58343A-3A0C-42C1-8597-95A2687AC163},-119.7793767,34.04299,313.4,1, ,0,0,0,0,923.539978,0.231570005,514.8270264,5.649600029,23.25989914
