"Projections","Avg Test AUC","Highest Present Suitability","Percent Suitable Area"
"Historic",0.8916,0.907499015331268,0.25054704595186
"Historic 1921_1950",0.8918,0.893777012825012,0.284463894967177
"Historic 1951_1980",0.8967,0.914919972419739,0.24690007293946
