"Projections","Avg Test AUC","Highest Present Suitability","Percent Suitable Area"
"Historic",0.7813,0.942340016365051,0.252858542959817
"Historic 1921_1950",0.7832,0.941806972026825,0.25187847108788
"Historic 1951_1980",0.7851,0.943437993526459,0.245344658608298
