"Projections","Avg Test AUC","Highest Present Suitability","Percent Suitable Area"
"Historic",0.8957,0.90741902589798,0.25237053245806
"Historic 1921_1950",0.8946,0.893504977226257,0.288110867979577
"Historic 1951_1980",0.8903,0.916124999523163,0.242523705324581
