"Projections","Avg Test AUC","Highest Present Suitability","Percent Suitable Area"
"Historic",0.7787,0.942919015884399,0.243711205488402
"Historic 1921_1950",0.7778,0.94098299741745,0.246978111728193
"Historic 1951_1980",0.7709,0.94337397813797,0.242404442992486
