"Projections","Avg Test AUC","Highest Present Suitability","Percent Suitable Area"
"Historic",0.8898,0.879849970340729,0.241429613420861
"Historic 1921_1950",0.8845,0.883536994457245,0.269511305616338
"Historic 1951_1980",0.8915,0.880896985530853,0.234865061998541
